"Numero_statut","IsActiveMember","EstimatedSalary","HasCrCard","Exited"
"2628","0","167705.07","1","0"
"2629","1","103712.05","1","1"
"2630","0","161242.99","0","1"
"2631","0","6089.13","1","0"
"2632","1","159777.37","1","0"
"2633","1","7919.08","1","0"
"2634","1","188274.6","1","0"
"2635","0","27608.12","1","1"
"2636","1","183569.25","1","0"
"2637","1","145537.32","1","0"
"2638","0","164717.95","1","0"
"2639","1","76357.43","1","0"
"2640","0","120158.72","1","1"
"2641","0","151843.54","1","0"
"2642","1","5698.97","0","0"
"2643","0","122865.55","1","0"
"2644","1","152665.85","1","0"
"2645","1","192131.77","0","0"
"2646","1","62851.6","1","0"
"2647","0","140941.47","1","0"
"2648","0","56767.67","0","1"
"2649","1","177235.23","1","0"
"2650","0","86242.18","1","0"
"2651","0","34215.58","1","0"
"2652","1","44406.17","0","0"
"2653","0","165196.65","1","0"
"2654","0","34542.41","1","0"
"2655","0","74838.64","1","1"
"2656","0","36980.54","1","0"
"2657","1","111676.63","0","0"
"2658","1","25858.68","1","0"
"2659","0","177028","0","1"
"2660","0","30990.16","1","1"
"2661","1","136915.15","1","0"
"2662","0","108457.99","1","1"
"2663","0","131609.48","0","1"
"2664","1","159737.56","0","0"
"2665","1","142238.54","1","0"
"2666","0","105890.55","1","1"
"2667","1","194270.91","1","0"
"2668","1","105443.47","1","0"
"2669","0","173899.42","1","1"
"2670","0","122823.34","1","0"
"2671","1","13181.37","0","1"
"2672","1","140780.8","0","0"
"2673","0","78560.64","0","0"
"2674","0","185855.21","1","0"
"2675","0","128276.95","1","0"
"2676","1","140197.42","1","0"
"2677","0","32462.39","1","1"
"2678","1","162253.9","1","0"
"2679","0","30498.7","1","0"
"2680","1","90280.7","1","0"
"2681","0","32615.21","1","0"
"2682","0","196142.26","0","0"
"2683","0","16998.72","1","0"
"2684","1","62980.96","0","0"
"2685","0","185660.3","0","0"
"2686","1","77331.77","1","0"
"2687","1","97338.62","0","0"
"2688","0","67234.33","0","0"
"2689","1","143783.28","1","0"
"2690","1","77661.12","0","1"
"2691","0","89123.99","1","0"
"2692","0","70810.8","1","0"
"2693","0","17550.49","0","0"
"2694","1","21497.27","0","0"
"2695","1","124749.08","0","0"
"2696","0","36051.46","1","1"
"2697","1","143681.83","1","0"
"2698","1","150694.58","1","0"
"2699","0","170487.4","1","1"
"2700","1","97684.46","1","0"
"2701","0","53520.03","1","0"
"2702","0","15200.61","1","0"
"2703","1","196894.62","0","0"
"2704","0","4969.13","1","1"
"2705","0","26229.24","0","0"
"2706","0","134034.32","1","0"
"2707","1","198032.93","1","0"
"2708","0","119882.86","0","0"
"2709","1","133102.3","1","0"
"2710","0","176395.02","0","0"
"2711","1","193179.88","1","0"
"2712","1","125062.02","1","0"
"2713","0","143287.58","1","0"
"2714","1","87236.4","0","0"
"2715","1","93769.89","1","0"
"2716","1","88965.46","0","0"
"2717","1","30793.61","1","0"
"2718","1","74532.02","1","0"
"2719","1","113086.08","0","0"
"2720","0","32574.01","1","1"
"2721","1","130113.78","0","1"
"2722","1","104722.47","1","1"
"2723","1","14559.62","1","0"
"2724","1","598.8","1","0"
"2725","0","129697.99","1","0"
"2726","1","36315.03","1","0"
"2727","0","1114.12","0","0"
"2728","1","70954.41","1","0"
"2729","1","73470.98","1","0"
"2730","0","91573.19","1","0"
"2731","0","3154.95","0","0"
"2732","1","88187.81","1","0"
"2733","0","118855.26","1","1"
"2734","0","125256.53","1","0"
"2735","1","39016.43","0","0"
"2736","0","145796.49","1","0"
"2737","0","168816.22","1","0"
"2738","1","73322","0","0"
"2739","0","113677.53","0","1"
"2740","0","124607.7","0","0"
"2741","1","11276.48","1","0"
"2742","0","136620.64","1","0"
"2743","1","70523.92","1","0"
"2744","0","51980.25","1","1"
"2745","0","113481.02","1","0"
"2746","1","49025.79","1","0"
"2747","1","145937.99","1","0"
"2748","1","25161.61","1","0"
"2749","0","175753.55","1","1"
"2750","1","24903.09","1","0"
"2751","1","169719.35","1","1"
"2752","1","179565.57","1","0"
"2753","0","115337.74","0","1"
"2754","0","48131.92","0","0"
"2755","1","160828.98","1","0"
"2756","1","145151.96","0","0"
"2757","1","196293.76","1","0"
"2758","0","161653.5","1","1"
"2759","0","84635.64","0","0"
"2760","0","159486.76","1","0"
"2761","1","38596.34","1","0"
"2762","1","27814.74","1","0"
"2763","1","183893.31","1","0"
"2764","1","140803.7","1","0"
"2765","1","146585.53","0","0"
"2766","1","40062.29","1","0"
"2767","1","181300.32","1","0"
"2768","1","84136.12","1","0"
"2769","1","197594.34","1","0"
"2770","0","125953.83","1","1"
"2771","1","75465.41","1","0"
"2772","0","177737.07","1","0"
"2773","1","7144.46","1","0"
"2774","0","155639.76","0","0"
"2775","1","162428.05","1","0"
"2776","1","12457.76","1","1"
"2777","0","14917.09","0","0"
"2778","0","182184.09","1","1"
"2779","1","129984.2","1","0"
"2780","1","194872.97","0","0"
"2781","1","117507.11","1","0"
"2782","1","157527.6","1","1"
"2783","0","92612.88","0","0"
"2784","0","74850.84","0","0"
"2785","1","127413","0","0"
"2786","0","69584.3","0","1"
"2787","0","198814.24","1","1"
"2788","0","162643.15","1","1"
"2789","0","114092.52","1","0"
"2790","0","68860.3","1","1"
"2791","1","16150.34","1","0"
"2792","1","115227.02","1","0"
"2793","1","170621.55","0","0"
"2794","0","103099.22","1","0"
"2795","0","172495.81","0","1"
"2796","1","38772.82","0","0"
"2797","1","44946.29","1","0"
"2798","1","146007.7","0","0"
"2799","0","145558.42","1","0"
"2800","0","193312.33","1","0"
"2801","0","40257.79","1","0"
"2802","1","46677.9","1","0"
"2803","1","153887.93","1","1"
"2804","1","103108.33","1","0"
"2805","1","58652.23","1","0"
"2806","0","91624.11","1","1"
"2807","0","65986.48","1","1"
"2808","0","113845.19","1","0"
"2809","1","67607.9","1","0"
"2810","1","145471.94","1","0"
"2811","1","124071.71","1","0"
"2812","1","67502.12","1","0"
"2813","1","78707.97","1","0"
"2814","0","171189.83","1","1"
"2815","0","149381.32","1","0"
"2816","0","100335.55","1","0"
"2817","0","152698.24","1","0"
"2818","1","41192.95","1","0"
"2819","0","132540.33","1","0"
"2820","0","96875.52","1","0"
"2821","1","152305.47","1","0"
"2822","1","49672.01","1","0"
"2823","0","133997.53","1","0"
"2824","1","50454.8","0","0"
"2825","1","16402.11","1","0"
"2826","1","67803.83","1","0"
"2827","0","9241.78","1","0"
"2828","1","100601.73","0","0"
"2829","0","98734.15","0","0"
"2830","1","160574.09","1","0"
"2831","1","26015.8","0","0"
"2832","0","187172.54","0","0"
"2833","1","55763.66","1","0"
"2834","0","75848.22","1","0"
"2835","0","40313.47","0","0"
"2836","1","23864.21","1","0"
"2837","1","51380.9","1","0"
"2838","1","93551.36","0","0"
"2839","0","169415.54","0","0"
"2840","1","6935.31","1","0"
"2841","0","25399.7","1","0"
"2842","0","66256.27","1","0"
"2843","1","114709.13","1","1"
"2844","1","158357.97","1","0"
"2845","1","164815.59","0","0"
"2846","0","132127.69","1","1"
"2847","0","146637.45","1","0"
"2848","0","90256.06","1","1"
"2849","1","34827.43","1","0"
"2850","0","22074.48","0","0"
"2851","1","109805.17","0","0"
"2852","0","100478.6","1","1"
"2853","1","97416.34","1","0"
"2854","1","24207.86","1","1"
"2855","0","69132.66","0","0"
"2856","1","9376.89","1","0"
"2857","0","43046.7","1","1"
"2858","1","20856.31","0","0"
"2859","0","187048.72","0","0"
"2860","0","53420.53","1","0"
"2861","0","37013.29","1","0"
"2862","0","89566.64","1","0"
"2863","0","149913.84","0","0"
"2864","0","18066.69","1","0"
"2865","1","26912.34","1","0"
"2866","1","173511.72","1","0"
"2867","1","146785.44","1","0"
"2868","1","1050.33","0","0"
"2869","0","89587.34","1","1"
"2870","0","74405.34","1","0"
"2871","1","54409.48","0","0"
"2872","0","3647.57","1","0"
"2873","0","198874.52","1","1"
"2874","1","53412.54","1","0"
"2875","0","194867.78","1","0"
"2876","0","150452.88","1","0"
"2877","1","57807.05","1","0"
"2878","1","107534.32","1","0"
"2879","0","194073.33","1","0"
"2880","0","126233.18","1","1"
"2881","0","182354.46","1","1"
"2882","1","120586.32","1","0"
"2883","1","50578.4","1","0"
"2884","1","86575.46","1","0"
"2885","1","153392.28","0","0"
"2886","0","115509.59","1","0"
"2887","0","82176.48","1","0"
"2888","0","63717.49","1","0"
"2889","1","198745.94","1","0"
"2890","1","5719.11","0","0"
"2891","0","20058.61","0","0"
"2892","0","170638.98","1","0"
"2893","0","30607.11","1","0"
"2894","0","37171.46","0","0"
"2895","1","42589.33","1","0"
"2896","1","66799.28","1","0"
"2897","1","101866.39","0","0"
"2898","0","49284","1","0"
"2899","0","27445.4","1","1"
"2900","0","70760.69","1","0"
"2901","1","104502.02","0","1"
"2902","1","165407.96","1","0"
"2903","1","113580.79","1","0"
"2904","1","45978.39","1","0"
"2905","1","152012.36","1","0"
"2906","1","77349.92","0","0"
"2907","0","47322.05","1","0"
"2908","1","38772.65","1","0"
"2909","1","24489.44","1","0"
"2910","1","14466.08","1","0"
"2911","0","63142.12","0","0"
"2912","0","41858.43","1","0"
"2913","1","127443.82","1","1"
"2914","1","84151.98","1","0"
"2915","0","58595.64","0","0"
"2916","0","37240.11","1","1"
"2917","0","114522.68","1","1"
"2918","1","72549.27","1","1"
"2919","0","176712.59","1","1"
"2920","0","152855.96","0","0"
"2921","1","73371.65","1","0"
"2922","1","70323.68","1","0"
"2923","0","9663.28","0","0"
"2924","1","142514.66","1","0"
"2925","0","118623.94","1","0"
"2926","1","68400.14","1","0"
"2927","1","115291.86","1","0"
"2928","1","170382.99","1","0"
"2929","0","112946.67","1","1"
"2930","1","79812.77","1","0"
"2931","0","19862.78","1","0"
"2932","0","158610.89","1","0"
"2933","0","191212.63","1","1"
"2934","0","61931.21","1","0"
"2935","1","58043.02","1","1"
"2936","0","22247.27","1","0"
"2937","1","31448.52","1","0"
"2938","0","146875.86","1","0"
"2939","1","116081.93","1","0"
"2940","1","73669.94","0","1"
"2941","1","93959.96","1","0"
"2942","1","158918.03","0","0"
"2943","1","198193.75","1","0"
"2944","0","13160.03","0","0"
"2945","0","4660.91","1","0"
"2946","0","180197.74","0","1"
"2947","1","63023.02","1","0"
"2948","1","118971.74","0","0"
"2949","0","154700.61","0","0"
"2950","1","97577.17","1","0"
"2951","1","48990.5","1","0"
"2952","1","140262.96","1","1"
"2953","0","130189.53","1","0"
"2954","1","16301.91","1","0"
"2955","0","126962.41","1","0"
"2956","1","158750.53","1","0"
"2957","0","199644.2","1","0"
"2958","1","144272.71","1","1"
"2959","1","98320.27","0","0"
"2960","0","64129.03","1","0"
"2961","0","181221.09","1","0"
"2962","1","163809.08","1","0"
"2963","1","171457.06","1","1"
"2964","1","15801.02","0","0"
"2965","0","102950.79","0","0"
"2966","0","174918.46","1","0"
"2967","0","193160.25","1","1"
"2968","0","5831","0","1"
"2969","1","82298.59","1","0"
"2970","0","130686.59","0","0"
"2971","1","52885.23","0","1"
"2972","0","68985.99","1","0"
"2973","0","35367.19","1","0"
"2974","1","196241.94","1","1"
"2975","1","170705.53","1","0"
"2976","1","126477.41","1","0"
"2977","1","159618.17","1","0"
"2978","0","195395.33","1","1"
"2979","1","168285.85","0","0"
"2980","1","138052.51","1","0"
"2981","0","71179.31","1","0"
"2982","0","55556.3","1","0"
"2983","0","31705.19","1","0"
"2984","1","186118.93","1","0"
"2985","1","195580.28","1","0"
"2986","0","54113.38","1","0"
"2987","0","127528.84","1","0"
"2988","0","60231.74","0","1"
"2989","0","156878.42","1","1"
"2990","0","182784.11","1","1"
"2991","0","129690.5","0","0"
"2992","0","113860.81","1","0"
"2993","1","184524.74","0","0"
"2994","1","36124.98","1","0"
"2995","1","121316.07","0","0"
"2996","0","185630.76","1","0"
"2997","0","71133.12","1","0"
"2998","1","32020.42","0","0"
"2999","0","162760.96","1","0"
"3000","1","175178.56","0","0"
"3001","1","177099.71","0","0"
"3002","1","66406.37","1","0"
"3003","0","59559.81","0","0"
"3004","1","175750.21","0","0"
"3005","1","174311.3","1","0"
"3006","0","171716.81","1","0"
"3007","0","189362.39","1","1"
"3008","1","180716.1","0","1"
"3009","1","116977.89","0","0"
"3010","1","185105.44","1","0"
"3011","0","35046.97","1","1"
"3012","0","36251","1","0"
"3013","0","103174.5","1","0"
"3014","0","122642.09","1","0"
"3015","0","122937.57","1","0"
"3016","0","8757.39","1","0"
"3017","1","125782.29","0","0"
"3018","0","122487.73","1","0"
"3019","0","20066.38","1","0"
"3020","1","55473.15","1","0"
"3021","0","38962.94","0","0"
"3022","1","63795.8","1","0"
"3023","1","163060.43","1","0"
"3024","0","26578.69","1","0"
"3025","1","5066.76","0","0"
"3026","1","140497.67","1","0"
"3027","0","146156.98","0","0"
"3028","0","199316.19","0","0"
"3029","1","103944.37","1","0"
"3030","0","138021.36","1","0"
"3031","0","68621.98","0","0"
"3032","1","28149.06","1","0"
"3033","0","135169.76","1","1"
"3034","1","116537.96","1","0"
"3035","1","105922.69","1","0"
"3036","0","88211.12","0","1"
"3037","0","26900.63","1","0"
"3038","1","3494.02","1","0"
"3039","0","113163.17","1","0"
"3040","1","19324.5","1","0"
"3041","0","189678.7","1","0"
"3042","1","26387.71","1","0"
"3043","0","106276.55","0","0"
"3044","0","45015.38","1","0"
"3045","1","173495.77","1","0"
"3046","1","52581.96","1","0"
"3047","1","146339.27","0","1"
"3048","1","182609.97","1","0"
"3049","0","197890.65","1","0"
"3050","1","6225.63","1","0"
"3051","1","123977.86","1","1"
"3052","1","170195.4","1","0"
"3053","1","114190.3","1","0"
"3054","0","27022.57","1","0"
"3055","1","59457","0","0"
"3056","0","165038.41","1","0"
"3057","1","154181.41","1","0"
"3058","0","134960.98","1","0"
"3059","1","65708.5","1","0"
"3060","0","117374.22","0","0"
"3061","1","77703.19","1","0"
"3062","1","177651.38","1","0"
"3063","1","60954.45","1","0"
"3064","1","151924.9","1","0"
"3065","0","26318.73","1","0"
"3066","1","147557.71","1","0"
"3067","0","125918.17","1","0"
"3068","0","190803.37","1","0"
"3069","1","11043.54","1","0"
"3070","1","119100.05","1","1"
"3071","0","140579.17","1","0"
"3072","1","37731.95","0","0"
"3073","0","1852.58","1","0"
"3074","1","172049.84","1","0"
"3075","0","133591.11","1","1"
"3076","1","192751.18","1","0"
"3077","1","193828.27","1","0"
"3078","0","55775.72","1","0"
"3079","1","102280.29","1","0"
"3080","0","44965.44","0","0"
"3081","0","170661.02","1","0"
"3082","0","197145.89","0","0"
"3083","0","192359.9","1","1"
"3084","0","141210.18","1","1"
"3085","0","100557.03","1","0"
"3086","0","130805.54","1","1"
"3087","1","92606.98","1","0"
"3088","1","123956.83","1","0"
"3089","1","102758.43","1","0"
"3090","0","94876.65","1","0"
"3091","1","94811.85","0","1"
"3092","1","67840.81","0","0"
"3093","0","4050.57","0","0"
"3094","1","134665.25","0","0"
"3095","0","181647.13","0","0"
"3096","0","33282.84","1","0"
"3097","0","27965","0","1"
"3098","0","68343.53","1","0"
"3099","1","198161.07","1","0"
"3100","1","196858.4","1","0"
"3101","1","120511.03","1","0"
"3102","0","30886.35","1","0"
"3103","0","2743.69","1","0"
"3104","0","167778.62","1","0"
"3105","0","132404.64","1","0"
"3106","1","144423.17","1","1"
"3107","1","181204.5","1","0"
"3108","1","182726.22","1","1"
"3109","1","120880.72","1","0"
"3110","0","26812.89","0","1"
"3111","1","66732.63","1","1"
"3112","0","100834.22","1","0"
"3113","0","107815.31","1","1"
"3114","1","34665.79","1","0"
"3115","1","147093.84","1","1"
"3116","1","36942.35","1","0"
"3117","1","16460.77","1","0"
"3118","0","45610.63","0","0"
"3119","0","184954.11","1","0"
"3120","0","47795.43","0","1"
"3121","0","196789.9","1","0"
"3122","0","173425.68","1","0"
"3123","0","36221.18","1","0"
"3124","0","174738.2","1","0"
"3125","0","67131.3","1","1"
"3126","1","165692.03","1","0"
"3127","0","194691.95","1","0"
"3128","0","129525.5","0","1"
"3129","1","146511.2","0","0"
"3130","1","51752.18","1","0"
"3131","0","35418.69","1","1"
"3132","1","57995.74","0","0"
"3133","1","108152.75","1","0"
"3134","0","166144.98","1","0"
"3135","0","101737.8","1","0"
"3136","1","33326.71","0","0"
"3137","1","81140.09","1","0"
"3138","0","140173.17","1","1"
"3139","1","166513.49","1","1"
"3140","1","103232.6","1","0"
"3141","0","120736.04","1","0"
"3142","0","15832.43","0","1"
"3143","1","188772.45","0","0"
"3144","0","114323.66","1","0"
"3145","1","181534.04","0","0"
"3146","0","102640.52","0","1"
"3147","1","158585.17","1","1"
"3148","0","178722.24","1","0"
"3149","1","153955.38","1","1"
"3150","0","65374.86","1","0"
"3151","1","102986.15","0","0"
"3152","0","136643.84","0","0"
"3153","0","77063.63","1","1"
"3154","1","9633.01","1","0"
"3155","1","43496.36","0","0"
"3156","1","24267.28","1","0"
"3157","0","59354.24","1","1"
"3158","0","28269.86","0","0"
"3159","0","143162.34","1","0"
"3160","0","20199.3","1","0"
"3161","1","48606.92","1","0"
"3162","1","89013.67","0","0"
"3163","1","59890.29","0","0"
"3164","1","106655.88","1","1"
"3165","0","156439.56","1","0"
"3166","0","24176.44","1","0"
"3167","1","43507.1","0","1"
"3168","1","132005.85","1","1"
"3169","1","80496.71","1","1"
"3170","0","88947.56","1","0"
"3171","0","12639.67","0","1"
"3172","1","94248.16","1","1"
"3173","0","11865.76","0","0"
"3174","0","141449.86","1","0"
"3175","1","149457.81","1","0"
"3176","0","119814.25","1","1"
"3177","0","24924.92","1","0"
"3178","1","139481.53","0","0"
"3179","1","41268.65","1","0"
"3180","1","1351.41","1","0"
"3181","0","147489.76","1","1"
"3182","0","111175.09","1","0"
"3183","1","95963.14","1","0"
"3184","0","43128.95","1","0"
"3185","1","137674.96","1","1"
"3186","1","153383.54","1","1"
"3187","1","96660.76","1","0"
"3188","1","115818.16","0","0"
"3189","1","37898.5","1","0"
"3190","0","145222.93","1","0"
"3191","1","41219.09","1","0"
"3192","0","59249.83","1","0"
"3193","1","116747.62","1","0"
"3194","0","116249.72","1","1"
"3195","0","61257.83","1","0"
"3196","0","141798.98","0","0"
"3197","0","102638.35","1","0"
"3198","0","13210.56","0","0"
"3199","0","35550.97","1","0"
"3200","1","104469.06","1","1"
"3201","1","142935.83","1","0"
"3202","0","195486.28","1","0"
"3203","0","63170","1","0"
"3204","1","58320.06","1","0"
"3205","1","177747.03","0","1"
"3206","0","19632.64","1","1"
"3207","0","18424.24","1","1"
"3208","1","18897.78","0","0"
"3209","0","97879.02","1","0"
"3210","1","63197.88","1","0"
"3211","1","75860.01","1","0"
"3212","0","78622.46","0","0"
"3213","1","23598.23","1","1"
"3214","1","13460.27","1","0"
"3215","0","19998.31","1","0"
"3216","0","185075.63","0","0"
"3217","1","135815.38","0","0"
"3218","1","44251.33","1","0"
"3219","0","136349.55","1","0"
"3220","1","52693.99","1","0"
"3221","0","93767.03","0","0"
"3222","1","197866.55","0","0"
"3223","0","126812.85","1","0"
"3224","0","79503.05","0","0"
"3225","0","129936.53","1","1"
"3226","0","175094.62","0","0"
"3227","1","130379.5","1","0"
"3228","0","153228","1","0"
"3229","1","111285.85","1","0"
"3230","0","49553.38","1","1"
"3231","1","98015.85","1","0"
"3232","0","88481.32","1","0"
"3233","1","66879.27","1","0"
"3234","1","24802.77","1","0"
"3235","0","21312.16","1","1"
"3236","1","190263.78","1","0"
"3237","1","72873.33","1","0"
"3238","1","57764.65","0","0"
"3239","0","110273.84","1","1"
"3240","0","55500.17","1","0"
"3241","0","57541.08","1","1"
"3242","1","90384.26","1","0"
"3243","0","120694.35","0","0"
"3244","1","178028.96","0","0"
"3245","1","180990.29","1","0"
"3246","1","155407.21","0","1"
"3247","0","33676.48","1","1"
"3248","0","89666.28","1","0"
"3249","0","127558.26","1","0"
"3250","1","77272.62","0","0"
"3251","1","107665.68","0","1"
"3252","0","184044.8","1","1"
"3253","0","91510.71","1","0"
"3254","1","87363.56","1","0"
"3255","0","117505.07","1","1"
"3256","0","180626.68","0","0"
"3257","0","93478.96","0","0"
"3258","1","114672.64","1","0"
"3259","1","13387.88","1","0"
"3260","0","173240.52","1","0"
"3261","0","27557.18","0","1"
"3262","1","5552.37","1","0"
"3263","0","88307.87","0","1"
"3264","0","33879.26","1","1"
"3265","0","181429.87","1","0"
"3266","0","102655.31","1","0"
"3267","1","96555.42","1","0"
"3268","0","189366.03","1","0"
"3269","0","12847.61","1","1"
"3270","0","143433.33","1","0"
"3271","0","183983.82","1","0"
"3272","0","169137.24","0","0"
"3273","1","163365.85","1","1"
"3274","0","123181.44","1","1"
"3275","1","16447.6","1","1"
"3276","1","173948.4","0","0"
"3277","1","192154.66","1","0"
"3278","0","198224.38","1","0"
"3279","0","67202.74","1","0"
"3280","0","68789.93","1","0"
"3281","1","147964.99","0","1"
"3282","1","161069.73","1","0"
"3283","1","127749.61","1","0"
"3284","0","191914.37","1","0"
"3285","1","185791.9","1","0"
"3286","0","184570.04","0","1"
"3287","1","130446.65","0","0"
"3288","1","82867.55","1","0"
"3289","1","187632.22","1","0"
"3290","0","56759.79","1","0"
"3291","0","34180.33","1","0"
"3292","1","158545.25","1","0"
"3293","0","182337.98","1","0"
"3294","1","84175.34","1","0"
"3295","1","22197.8","0","1"
"3296","0","189641.11","1","0"
"3297","0","154491.39","1","0"
"3298","0","90020.74","1","0"
"3299","0","197264.35","1","0"
"3300","1","31933.06","1","0"
"3301","0","8755.69","1","1"
"3302","1","52820.13","1","0"
"3303","1","20008.46","1","0"
"3304","1","34607.14","1","1"
"3305","0","177384.45","1","0"
"3306","1","165702.64","1","0"
"3307","0","167889.1","1","0"
"3308","1","133122.62","1","0"
"3309","1","140454.14","0","0"
"3310","1","59938.81","1","0"
"3311","0","12016.79","1","0"
"3312","1","81251.24","1","0"
"3313","0","134169.85","1","0"
"3314","1","94888.6","1","0"
"3315","1","175696.16","1","1"
"3316","1","96758.58","0","0"
"3317","0","128019.48","1","1"
"3318","1","146895.36","1","1"
"3319","1","139356.3","1","0"
"3320","0","2923.61","0","0"
"3321","1","121232.51","0","0"
"3322","1","2053.42","1","0"
"3323","1","6382.46","1","0"
"3324","0","158750.13","1","0"
"3325","1","74028.36","0","0"
"3326","1","44099.75","1","0"
"3327","1","17323","0","1"
"3328","1","175043.69","1","0"
"3329","0","146388.85","1","1"
"3330","0","2465.8","0","0"
"3331","1","47799.15","1","0"
"3332","0","165562.84","0","0"
"3333","0","72927.68","0","0"
"3334","0","38270.47","1","0"
"3335","0","120893.07","0","0"
"3336","0","188377.21","1","0"
"3337","0","55902.93","1","0"
"3338","0","4523.74","0","1"
"3339","1","102195.16","1","0"
"3340","0","60843.09","1","1"
"3341","1","25548.47","1","0"
"3342","1","134462.29","0","0"
"3343","1","132702.64","1","0"
"3344","0","75698.44","0","0"
"3345","0","105642.43","1","0"
"3346","0","102153.75","1","0"
"3347","1","166677.54","0","0"
"3348","0","24218.65","0","0"
"3349","0","117122.5","0","0"
"3350","0","51871.95","1","1"
"3351","1","84321.03","0","0"
"3352","0","160213.27","1","0"
"3353","1","88695.19","1","0"
"3354","1","6123.15","1","0"
"3355","1","167749.54","0","0"
"3356","1","71638","1","0"
"3357","1","198064.52","1","0"
"3358","1","54914.92","0","0"
"3359","0","190659.17","0","1"
"3360","1","51637.67","1","0"
"3361","1","119333.38","1","0"
"3362","0","127095.14","0","0"
"3363","0","93541.14","0","0"
"3364","0","89289.54","1","0"
"3365","0","108762.16","0","0"
"3366","1","28238.25","1","1"
"3367","1","34130.43","1","0"
"3368","1","7926.35","0","1"
"3369","1","27330.27","1","0"
"3370","1","79997.14","1","0"
"3371","0","50213.81","1","1"
"3372","1","60920.03","0","1"
"3373","1","197699.8","0","1"
"3374","0","92809.73","1","0"
"3375","1","163516.16","0","0"
"3376","1","62449.07","1","1"
"3377","1","115800.1","1","1"
"3378","1","110359.68","1","1"
"3379","1","78695.68","1","0"
"3380","1","128378.04","1","0"
"3381","0","155248.62","1","0"
"3382","0","123499.27","1","0"
"3383","1","99920.41","1","0"
"3384","1","53289.49","0","0"
"3385","1","67622.34","1","0"
"3386","1","11783.1","1","1"
"3387","0","62402.38","1","0"
"3388","1","186235.98","1","0"
"3389","1","79005.95","1","0"
"3390","0","144870.28","1","1"
"3391","1","95481","1","0"
"3392","0","820.46","0","0"
"3393","1","174777.98","1","0"
"3394","1","8991.17","1","0"
"3395","1","2797.27","1","0"
"3396","0","22303.17","1","0"
"3397","1","197562.08","1","0"
"3398","0","23067.97","1","0"
"3399","1","190294.12","0","0"
"3400","0","113167.17","1","1"
"3401","1","124777.14","1","0"
"3402","0","124625.08","1","0"
"3403","1","49599.27","1","0"
"3404","1","151411.5","1","0"
"3405","0","122964.18","1","0"
"3406","1","57088.97","1","0"
"3407","0","7820.78","1","0"
"3408","0","149188.41","1","0"
"3409","1","134638.97","1","0"
"3410","0","184980.23","0","1"
"3411","0","122373.42","0","0"
"3412","0","80215.2","0","0"
"3413","1","14081.64","1","0"
"3414","0","199390.45","1","0"
"3415","1","7667.48","1","0"
"3416","0","74965.61","0","1"
"3417","0","30583.95","0","0"
"3418","0","149682.78","0","0"
"3419","0","92664.09","1","0"
"3420","1","138423.1","1","0"
"3421","1","3148.2","1","0"
"3422","0","197933.5","1","0"
"3423","1","37341.17","1","0"
"3424","1","79577.4","1","0"
"3425","0","197602.29","0","0"
"3426","1","87537.32","1","0"
"3427","0","41623.59","0","0"
"3428","0","168280.95","1","0"
"3429","0","125986.18","0","0"
"3430","0","548.52","0","1"
"3431","1","96088.54","1","0"
"3432","0","107787.42","0","0"
"3433","0","20510.79","1","0"
"3434","0","192026.02","1","0"
"3435","1","118188.15","1","0"
"3436","1","189540.95","1","0"
"3437","1","63736.17","1","0"
"3438","0","95740.37","0","0"
"3439","1","127939.19","1","0"
"3440","1","193438.69","1","0"
"3441","1","90655.94","1","1"
"3442","1","12067.39","1","0"
"3443","1","54191.38","1","0"
"3444","0","58667.16","1","1"
"3445","1","35687.43","1","0"
"3446","0","14288.93","1","0"
"3447","1","247.36","1","0"
"3448","0","78111.84","1","1"
"3449","0","79547.39","1","0"
"3450","1","193266.72","1","0"
"3451","0","105028.46","1","0"
"3452","0","116106.52","1","0"
"3453","1","53179.21","1","1"
"3454","0","140947.05","0","0"
"3455","1","171837.06","1","0"
"3456","1","123437.05","1","0"
"3457","0","197519.66","0","1"
"3458","0","183058.51","0","1"
"3459","0","22710.72","0","0"
"3460","1","69303.15","0","0"
"3461","0","63705.9","0","0"
"3462","0","116429.51","1","0"
"3463","1","58381.77","0","0"
"3464","0","177378.66","1","1"
"3465","0","35450.53","1","0"
"3466","0","164621.43","0","0"
"3467","0","174435.48","1","0"
"3468","1","94047.75","0","0"
"3469","1","119087.25","1","0"
"3470","1","184800.27","1","0"
"3471","1","75035.48","0","0"
"3472","1","62703.38","1","0"
"3473","1","190882.69","0","0"
"3474","1","91981.85","0","1"
"3475","0","91881.29","0","0"
"3476","1","7118.02","1","0"
"3477","0","11710.4","0","1"
"3478","1","25904.12","1","0"
"3479","0","86911.49","1","0"
"3480","0","10958.18","1","0"
"3481","0","5790.9","1","1"
"3482","1","42855.97","1","0"
"3483","1","78915.68","1","0"
"3484","1","81409","1","0"
"3485","1","179252.73","1","0"
"3486","0","42171.13","1","1"
"3487","0","58965.04","1","0"
"3488","1","102681.32","0","0"
"3489","0","125553.52","1","0"
"3490","0","53478.02","0","0"
"3491","0","198376.02","0","1"
"3492","0","105525.36","1","0"
"3493","1","47349","0","0"
"3494","0","178822.32","1","0"
"3495","1","72127.83","1","0"
"3496","0","163504.33","1","0"
"3497","1","190623.02","1","0"
"3498","0","140758.07","0","1"
"3499","1","132374.41","0","0"
"3500","1","53949.98","1","0"
"3501","0","121982.73","1","0"
